gy_obs,gp_obs
0.9849574877314445,1.018304576144036
0.9813189289769133,1.014586709886548
1.001901505294092,1.012489108335754
0.9925470459365847,1.013482501434309
0.9988653298228214,1.011038777243136
1.007640554466466,1.008958566629339
1.019470216202808,1.010405105438402
1.015439124030103,1.008924893587807
1.016225535437388,1.009662493195427
1.021184460100726,1.011187491575684
1.013641693419474,1.007464676086377
1.004852596178069,1.008864779042075
1.004008901639205,1.007344262295082
1.008421963662744,1.010675693269105
1.0029124252951,1.007986603117352
1.011755192647018,1.006517571884984
1.003824279447769,1.008760792280345
1.010469616735678,1.004531151667716
0.9990090790916321,1.005137200852023
1.002888446244,1.007728745948641
1.003143463237344,1.007545769421079
1.004383855078334,1.007857581338244
1.007976308750686,1.007187233524181
1.006301771347702,1.007861635220126
1.012174823255131,1.009120364814593
1.004031420373003,1.006897371863479
1.008059834262916,1.010511397189087
1.00331336535076,1.012856474988312
1.010090406614768,1.009000692360951
1.007741148272969,1.011550777676121
1.005156442815526,1.010627473148672
1.002578150838212,1.008278330909498
0.9981874522752823,1.00832131365805
1.007448440324269,1.012323943661972
1.000528573569216,1.012826086956522
0.9923024120764135,1.010302640051513
0.9868341296177798,1.010303802846824
0.9923760959851408,1.0121964041636
1.001924756076015,1.007582839929365
0.9996242427645722,1.007216494845361
0.9996760105334512,1.006243602865916
1.009171213292365,1.008340962262232
1.003500774145286,1.006657923938263
1.004402337150935,1.003807996793266
1.007734762348467,1.007087950484177
0.9977633480714073,1.009516256938938
1.002580365749726,1.005007855459544
1.002440485047191,1.004689789936492
1.010400029938129,1.006612856170378
1.005233957455249,1.005989759443532
1.009237409699927,1.00556996062614
1.001766871088229,1.006494126635469
1.006407069007927,1.006641996394345
1.002229887684774,1.006221133000283
0.9986764768699558,1.004590163934426
1.005626874756858,1.004755688176054
1.004378108010232,1.005011600928074
1.006283136230948,1.005725367069905
1.012600743193794,1.003030024791112
1.002789700947353,1.004577077993409
1.008125853675339,1.004465099325679
1.008493578098231,1.006985394175814
1.007636358148353,1.003873873873874
1.007969756444389,1.002961500493583
1.004889260717112,1.00286327845383
